article_id,citation,year,title,region,study_context,study_type,main_regeneration_frame,root_terms_present,seed_terms_present,root_term_count_rough,seed_term_count_rough,root_terms_location,seed_terms_location,root_treatment_score,seed_treatment_score,root_framing,seed_framing,root_evidence_type,seed_evidence_type,does_article_assume_suckering,does_article_distinguish_seed_vs_sucker,compares_seed_and_sucker,genetic_validation,physical_validation,main_claim_about_regeneration,important_quote_root,important_quote_seed,page_root,page_seed,relevance_to_thesis,notes
AB_0309,Ward J.S.; Williams S.C. (2020). Influence of Deer Hunting and Residual Stand Structure on Tree Regeneration in Deciduous Forests,2020,Influence of Deer Hunting and Residual Stand Structure on Tree Regeneration in Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0310,Pease B.S.; Holzmueller E.J.; Nielsen C.K. (2019). Influence of forest structure and composition on summer habitat use of wildlife in an upland hardwood forest,2019,Influence of forest structure and composition on summer habitat use of wildlife in an upland hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0311,"Stallins J.A.; Griggs J. (2004). Influence of historic upland silviculture on the composition of ravine forests along the Apalachicola River, Florida, USA",2004,"Influence of historic upland silviculture on the composition of ravine forests along the Apalachicola River, Florida, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0312,"Martin M.; Raymond P.; Boucher Y. (2021). Influence of individual tree characteristics, spatial structure and logging history on tree-related microhabitat occurrence in North American hardwood forests",2021,"Influence of individual tree characteristics, spatial structure and logging history on tree-related microhabitat occurrence in North American hardwood forests",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0313,Fridell R.A.; Litvaitis J.A. (1991). Influence of resource distribution and abundance on home-range characteristics of southern flying squirrels,1991,Influence of resource distribution and abundance on home-range characteristics of southern flying squirrels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0314,Morris J.L.; Ostrofsky W.D. (2005). Influence of stand thinning on ice storm injury in maine hardwood stands,2005,Influence of stand thinning on ice storm injury in maine hardwood stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0315,"Lemke D.; Dimov L.; Finch B.; Knight P.; Czech H.; Weninegar L.; Condit R. (2026). Initial tree census for the Paint Rock Forest Dynamics Plot, Alabama, USA",2026,"Initial tree census for the Paint Rock Forest Dynamics Plot, Alabama, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0316,Lemoine N.P.; Burkepile D.E.; Parker J.D. (2017). Insect herbivores increase mortality and reduce tree seedling growth of some species in temperate forest canopy gaps,2017,Insect herbivores increase mortality and reduce tree seedling growth of some species in temperate forest canopy gaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0317,Girard F.; Beaudet M.; Mailly D.; Messier C. (2014). Integrating climatic response in competition dependent tree-level growth models for northern hardwoods,2014,Integrating climatic response in competition dependent tree-level growth models for northern hardwoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0318,van Stan II J.T.; Levia Jr. D.F. (2010). Inter- and intraspecific variation of stemflow production from Fagus grandifolia Ehrh. (American beech) and Liriodendron tulipifera L. (yellow poplar) in relation to bark microrelief in the eastern United States,2010,Inter- and intraspecific variation of stemflow production from Fagus grandifolia Ehrh. (American beech) and Liriodendron tulipifera L. (yellow poplar) in relation to bark microrelief in the eastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0319,Schlenker N.; Johnson J.; Ray-Cozzens T.; Stefanova V.; Nelson D.M.; Shuman B.N.; Williams J.W. (2024). Interacting effects of fire and hydroclimate on oak and beech community prevalence in the southern Great Lakes region,2024,Interacting effects of fire and hydroclimate on oak and beech community prevalence in the southern Great Lakes region,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0320,"Nyland R.D.; Bashant A.L.; Bohn K.K.; Verostek J.M. (2006). Interference to hardwood regeneration in northeastern North America: Controlling effects of American Beech, striped maple, and hobblebush",2006,"Interference to hardwood regeneration in northeastern North America: Controlling effects of American Beech, striped maple, and hobblebush",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0321,"Nyland R.D.; Bashant A.L.; Bohn K.K.; Verostek J.M. (2006). Interference to hardwood regeneration in Northeastern North America: Ecological characteristics of American Beech, striped maple, and hobblebush",2006,"Interference to hardwood regeneration in Northeastern North America: Ecological characteristics of American Beech, striped maple, and hobblebush",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0322,Woods K.D. (2004). Intermediate disturbance in a late-successional hemlock-northern hardwood forest,2004,Intermediate disturbance in a late-successional hemlock-northern hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0323,Thomas P.A.; Orwig D.A. (2025). International Biological Flora: Tsuga canadensis*,2025,International Biological Flora: Tsuga canadensis*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0324,Caspersen J.P.; Kobe R.K. (2001). Interspecific variation in sapling mortality in relation to growth and soil moisture,2001,Interspecific variation in sapling mortality in relation to growth and soil moisture,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0325,Mattera M.G.; Gonzalez-Polo M.; Peri P.L.; Moreno D.A. (2024). Intraspecific variation in leaf (poly)phenolic content of a southern hemisphere beech (Nothofagus antarctica) growing under different environmental conditions,2024,Intraspecific variation in leaf (poly)phenolic content of a southern hemisphere beech (Nothofagus antarctica) growing under different environmental conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0326,Kork R.K. (1996). Intraspecific variation in sapling mortality and growth predicts geographic variation in forest composition,1996,Intraspecific variation in sapling mortality and growth predicts geographic variation in forest composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0327,Morin R.S.; Liebhold A.M. (2015). Invasions by two non-native insects alter regional forest species composition and successional trajectories,2015,Invasions by two non-native insects alter regional forest species composition and successional trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0328,Morris A.B.; Small R.L.; Cruzan M.B. (2002). Investigating the relationship between Cryptococcus fagisuga and Fagus grandifolia in Great Smoky Mountains National Park,2002,Investigating the relationship between Cryptococcus fagisuga and Fagus grandifolia in Great Smoky Mountains National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0329,Davis M.B. (1989). Lags in vegetation response to greenhouse warming,1989,Lags in vegetation response to greenhouse warming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0330,Munck I.A.; Manion P.D. (2006). Landscape-level impact of beech bark disease in relation to slope and aspect in New York State,2006,Landscape-level impact of beech bark disease in relation to slope and aspect in New York State,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0331,Gravel D.; Beaudet M.; Messier C. (2010). Large-scale synchrony of gap dynamics and the distribution of understory tree species in maple-beech forests,2010,Large-scale synchrony of gap dynamics and the distribution of understory tree species in maple-beech forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0332,Clifford M.J.; Booth R.K. (2015). Late-Holocene drought and fire drove a widespread change in forest community composition in eastern North America,2015,Late-Holocene drought and fire drove a widespread change in forest community composition in eastern North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0333,Gunn J.S.; Ducey M.J.; Whitman A.A. (2014). Late-successional and old-growth forest carbon temporal dynamics in the Northern Forest (Northeastern USA),2014,Late-successional and old-growth forest carbon temporal dynamics in the Northern Forest (Northeastern USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0334,Bouman O.T. (2020). Leaf chlorophyll plasticity in advanced regeneration of co-occurring Acer pensylvanicum and Fagus grandifolia beneath deciduous forest canopy,2020,Leaf chlorophyll plasticity in advanced regeneration of co-occurring Acer pensylvanicum and Fagus grandifolia beneath deciduous forest canopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0335,Uzay Sezen U.; Shue J.E.; Worthy S.J.; Davies S.J.; McMahon S.M.; Swenson N.G. (2024). Leaf gene expression trajectories during the growing season are consistent between sites and years in American beech,2024,Leaf gene expression trajectories during the growing season are consistent between sites and years in American beech,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0336,"Gill D.S.; Amthor J.S.; Bormann F.H. (1998). Leaf phenology, photosynthesis, and the persistence of saplings and shrubs in a mature northern hardwood forest",1998,"Leaf phenology, photosynthesis, and the persistence of saplings and shrubs in a mature northern hardwood forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0337,"Beaudet M.; Messier C.; Hilbert D.W.; Lo E.; Wang Z.M.; Lechowicz M.J. (2000). Leaf- and plant-level carbon gain in yellow birch, sugar maple, and beech seedlings from contrasting forest light environments",2000,"Leaf- and plant-level carbon gain in yellow birch, sugar maple, and beech seedlings from contrasting forest light environments",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0338,Mourelle C.; Kellman M.; Kwon L. (2001). Light occlusion at forest edges: An analysis of tree architectural characteristics,2001,Light occlusion at forest edges: An analysis of tree architectural characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0339,Schimpf D.J.; Danz N.P. (1999). Light passage through leaf litter: Variation among northern hardwood trees,1999,Light passage through leaf litter: Variation among northern hardwood trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0340,Moore J.-D.; Ouimet R. (2025). Liming alone does not guarantee the success of sugar maple regeneration,2025,Liming alone does not guarantee the success of sugar maple regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0341,Nolet P.; Delagrange S.; Bannon K.; Messier C.; Kneeshaw D. (2015). Liming has a limited effect on sugar maple – American beech dynamics compared with beech sapling elimination and canopy opening,2015,Liming has a limited effect on sugar maple – American beech dynamics compared with beech sapling elimination and canopy opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0342,Hughes J.W.; Fahey T.J. (1994). Litterfall dynamics and ecosystem recovery during forest development,1994,Litterfall dynamics and ecosystem recovery during forest development,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0343,Fahey T.J.; Cleavitt N.L.; Battles J.J. (2022). Long term variation of leaf abundance in a northern hardwood forest,2022,Long term variation of leaf abundance in a northern hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0344,Woods K.D. (2000). Long-term change and spatial pattern in a late-successional hemlock-northern hardwood forest,2000,Long-term change and spatial pattern in a late-successional hemlock-northern hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0345,Lovett G.M.; Arthur M.A.; Weathers K.C.; Griffin J.M. (2010). Long-term Changes in Forest Carbon and Nitrogen Cycling Caused by an Introduced Pest/Pathogen Complex,2010,Long-term Changes in Forest Carbon and Nitrogen Cycling Caused by an Introduced Pest/Pathogen Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0346,"Cleavitt N.L.; Battles J.J.; Johnson C.E.; Fahey T.J. (2018). Long-term decline of sugar maple following forest harvest, Hubbard Brook Experimental Forest, New Hampshire",2018,"Long-term decline of sugar maple following forest harvest, Hubbard Brook Experimental Forest, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0347,Clark P.W.; D'Amato A.W. (2021). Long-term development of transition hardwood and Pinus strobus - Quercus mixedwood forests with implications for future adaptation and mitigation potential,2021,Long-term development of transition hardwood and Pinus strobus - Quercus mixedwood forests with implications for future adaptation and mitigation potential,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0348,Crowley K.F.; Lovett G.M.; Arthur M.A.; Weathers K.C. (2016). Long-term effects of pest-induced tree species change on carbon and nitrogen cycling in northeastern U.S. forests: A modeling analysis,2016,Long-term effects of pest-induced tree species change on carbon and nitrogen cycling in northeastern U.S. forests: A modeling analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0349,Rogers N.S.; D’amato A.W.; Leak W.B. (2021). Long-term evolution of composition and structure after repeated group selection over eight decades,2021,Long-term evolution of composition and structure after repeated group selection over eight decades,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0350,Held M.; Jones-Held S. (2014). Long-term forest changes in Northeastern Pennsylvania,2014,Long-term forest changes in Northeastern Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0351,"Loeb R.E. (1992). Long-term human disturbance of an urban park forest, New York City",1992,"Long-term human disturbance of an urban park forest, New York City",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0352,Long R.P.; Horsley S.B.; Hall T.J. (2011). Long-term impact of liming on growth and vigor of northern hardwoods,2011,Long-term impact of liming on growth and vigor of northern hardwoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0353,De Steven D.; Kline J.; Matthiae P.E. (1991). Long‐term changes in a Wisconsin Fagus‐Acer forest in relation to glaze storm disturbance,1991,Long‐term changes in a Wisconsin Fagus‐Acer forest in relation to glaze storm disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0354,Collin A.; Messier C.; Kembel S.W.; Bélanger N. (2017). Low light availability associated with American beech is the main factor for reduced sugar maple seedling survival and growth rates in a hardwood forest of Southern Quebec,2017,Low light availability associated with American beech is the main factor for reduced sugar maple seedling survival and growth rates in a hardwood forest of Southern Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0355,Flinn K.M.; Bly E.R.; Dickinson C.S. (2019). Major changes in tree community composition and structure over 86 years in an old-growth beech-maple-hemlock forest,2019,Major changes in tree community composition and structure over 86 years in an old-growth beech-maple-hemlock forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0356,Tozer D.C.; Burke D.M.; Nol E.; Elliott K.A. (2012). Managing ecological traps: Logging and sapsucker nest predation by bears,2012,Managing ecological traps: Logging and sapsucker nest predation by bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0357,Fajvan M.A.; Hille A.; Turcotte R.M. (2019). Managing understory fagus grandifolia for promoting beech bark disease resistance in Northern Hardwood Stands,2019,Managing understory fagus grandifolia for promoting beech bark disease resistance in Northern Hardwood Stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0358,Zhao Y.; Bonello P.; Liu D. (2023). Mapping the Environmental Risk of Beech Leaf Disease in the Northeastern United States,2023,Mapping the Environmental Risk of Beech Leaf Disease in the Northeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0359,Jensen P.G.; Demers C.L.; McNulty S.A.; Jakubas W.J.; Humphries M.M. (2012). Marten and fisher responses to fluctuations in prey populations and mast crops in the northern hardwood forest,2012,Marten and fisher responses to fluctuations in prey populations and mast crops in the northern hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0360,Piovesan G.; Adams J.M. (2001). Masting behaviour in beech: Linking reproduction and climatic variation,2001,Masting behaviour in beech: Linking reproduction and climatic variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0361,Rodríguez-Ramírez E.C.; Camacho-Islas L.; Martínez-Falcón A.P.; Luna-Vega I.; Carbó-Ramírez P. (2021). Masting effect on alpha and beta avian diversity in fragmented forests of relict-endangered Mexican Beech (Fagus grandifolia subsp. mexicana),2021,Masting effect on alpha and beta avian diversity in fragmented forests of relict-endangered Mexican Beech (Fagus grandifolia subsp. mexicana),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0362,"Rodríguez-Ramírez E.C.; Williams-Linera G.; Díaz-Ávalos C.; Luna-Vega I. (2021). Masting effect on canopy greenness and climate response on seed production of Fagus grandifolia subsp. mexicana across the Sierra Madre Oriental, Mexico",2021,"Masting effect on canopy greenness and climate response on seed production of Fagus grandifolia subsp. mexicana across the Sierra Madre Oriental, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0363,"Rogers R.S. (1981). Mature mesophytic hardwood forest: community transitions, by layer, from east-central Minnesota to southeastern Michigan.",1981,"Mature mesophytic hardwood forest: community transitions, by layer, from east-central Minnesota to southeastern Michigan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0364,Rumble L.; Taylor G.; Grinath J.B.; Morris A.B. (2020). Measuring spatial and temporal shifts in forest structure and composition in high elevation beech forests in response to beech bark disease in Great Smoky Mountains National Park,2020,Measuring spatial and temporal shifts in forest structure and composition in high elevation beech forests in response to beech bark disease in Great Smoky Mountains National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0365,Bushey J.T.; Nallana A.G.; Montesdeoca M.R.; Driscoll C.T. (2008). Mercury dynamics of a northern hardwood canopy,2008,Mercury dynamics of a northern hardwood canopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0366,Babl-Plauche E.K.; Alexander H.D.; Siegert C.M.; Willis J.L.; Berry A.I. (2022). Mesophication of upland oak forests: Implications of species-specific differences in leaf litter decomposition rates and fuelbed composition,2022,Mesophication of upland oak forests: Implications of species-specific differences in leaf litter decomposition rates and fuelbed composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0367,Barker M.J.; Pijut P.M.; Ostry M.E.; Houston D.R. (1997). Micropropagation of juvenile and mature American beech,1997,Micropropagation of juvenile and mature American beech,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0368,"Ju L.-P.; Shih H.-C.; Chiang Y.-C. (2012). Microsatellite primers for the endangered beech tree, Fagus hayatae (Fagaceae)",2012,"Microsatellite primers for the endangered beech tree, Fagus hayatae (Fagaceae)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0369,Caputo J.; Beier C.M.; Sullivan T.J.; Lawrence G.B. (2016). Modeled effects of soil acidification on long-term ecological and economic outcomes for managed forests in the Adirondack region (USA),2016,Modeled effects of soil acidification on long-term ecological and economic outcomes for managed forests in the Adirondack region (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0370,"Henneb M.; Pelletier G.; Fortin M.; Thiffault N.; Giroux M.-A. (2021). Modeling tolerant hardwood sapling density and occurrence probability in the acadian forests of new brunswick, canada: Results 14 years after harvesting",2021,"Modeling tolerant hardwood sapling density and occurrence probability in the acadian forests of new brunswick, canada: Results 14 years after harvesting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0371,Larocque G.R.; Archambault L.; Delisle C. (2006). Modelling forest succession in two southeastern Canadian mixedwood ecosystem types using the ZELIG model,2006,Modelling forest succession in two southeastern Canadian mixedwood ecosystem types using the ZELIG model,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0372,Lesser M.R.; Dovciak M.; Wheat R.; Curtis P.; Smallidge P.; Hurst J.; Kramer D.; Roberts M.; Frair J. (2019). Modelling white-tailed deer impacts on forest regeneration to inform deer management options at landscape scales,2019,Modelling white-tailed deer impacts on forest regeneration to inform deer management options at landscape scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0373,Gove J.H.; Houston D.R. (1996). Monitoring the growth of American beech affected by beech bark disease in Maine using the Kalman filter,1996,Monitoring the growth of American beech affected by beech bark disease in Maine using the Kalman filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0374,Herrera M.; Yu F.-Q.; Ramos-Rendón D.; Martínez-Reyes M.; Hernández-Santiago F.; Chater C.C.C.; Pérez-Moreno J. (2020). Morphoanatomical and phylogenetic characterization of the ectoMycorrhiza between Laccaria squarrosa with Pinus Pseudostrobus and its relevance for reforestation prograMs; [caracterización MorfoanatóMica y filogenética de la ectoMicorriza de Laccaria squarrosa con Pinus Pseudostrobus y su relevancia para prograMas de reforestación],2020,Morphoanatomical and phylogenetic characterization of the ectoMycorrhiza between Laccaria squarrosa with Pinus Pseudostrobus and its relevance for reforestation prograMs; [caracterización MorfoanatóMica y filogenética de la ectoMicorriza de Laccaria squarrosa con Pinus Pseudostrobus y su relevancia para prograMas de reforestación],,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0375,Galván-Hernández D.M.; Octavio-Aguilar P.; Lazcano-Cruz L.; Sánchez-González A. (2021). Morphological and genetic differentiation in isolated populations of Mexican beech Fagus grandifolia subsp. mexicana,2021,Morphological and genetic differentiation in isolated populations of Mexican beech Fagus grandifolia subsp. mexicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0376,Garay-Serrano E.; Bandala V.M.; Montoya L. (2012). Morphological and molecular identification of the ectomycorrhizal association of Lactarius fumosibrunneus and Fagus grandifolia var. mexicana trees in eastern Mexico,2012,Morphological and molecular identification of the ectomycorrhizal association of Lactarius fumosibrunneus and Fagus grandifolia var. mexicana trees in eastern Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0377,"Forrester J.A.; Runkle J.R. (2000). Mortality and replacement patterns of an old-growth acer-fagus woods in the holden arboretum, northeastern Ohio",2000,"Mortality and replacement patterns of an old-growth acer-fagus woods in the holden arboretum, northeastern Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0378,Busby P.E.; Motzkin G.; Foster D.R. (2008). Multiple and interacting disturbances lead to Fagus grandifolia dominance in coastal New England,2008,Multiple and interacting disturbances lead to Fagus grandifolia dominance in coastal New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0379,Tourville J.C.; Horton T.R.; Dovciak M. (2024). Mycorrhizal fungi as critical biotic filters for tree seedling establishment during species range expansions,2024,Mycorrhizal fungi as critical biotic filters for tree seedling establishment during species range expansions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0380,"Williams D.D.; MacKay S.E.; Verdonschot R.C.M.; Tacchino P.J.P. (2007). Natural and manipulated populations of the treehole mosquito, Ochlerotatus triseriatus, at its northernmost range limit in southern Ontario, Canada",2007,"Natural and manipulated populations of the treehole mosquito, Ochlerotatus triseriatus, at its northernmost range limit in southern Ontario, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0381,Murphy S.J.; McCarthy B.C. (2017). Neighborhood interactions and local edaphic gradients have a weak influence on long-term vegetation dynamics in an old-growth forest community,2017,Neighborhood interactions and local edaphic gradients have a weak influence on long-term vegetation dynamics in an old-growth forest community,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0382,Speiser R.; Bosakowski T. (1987). Nest site selection by northern goshawks in northern New Jersey and southeastern New York,1987,Nest site selection by northern goshawks in northern New Jersey and southeastern New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0383,Holloway G.L.; Malcolm J.R. (2007). Nest-tree use by northern and southern flying squirrels in central Ontario,2007,Nest-tree use by northern and southern flying squirrels in central Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0384,Cale J.A.; Teale S.A.; Johnston M.T.; Boyer G.L.; Perri K.A.; Castello J.D. (2015). New ecological and physiological dimensions of beech bark disease development in aftermath forests,2015,New ecological and physiological dimensions of beech bark disease development in aftermath forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0385,"Lovett G.M.; Arthur M.A.; Weathers K.C.; Fitzhugh R.D.; Templer P.H. (2013). Nitrogen Addition Increases Carbon Storage in Soils, But Not in Trees, in an Eastern U.S. Deciduous Forest",2013,"Nitrogen Addition Increases Carbon Storage in Soils, But Not in Trees, in an Eastern U.S. Deciduous Forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0386,Blumenthal N.M.; Stevens M.H.H.; Goswami S.; Yanai R.D.; Fahey T.J.; Fisk M.C. (2025). Nitrogen and phosphorus co-limitation of tree growth in northern hardwood forests,2025,Nitrogen and phosphorus co-limitation of tree growth in northern hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0387,"Templer P.H.; Dawson T.E. (2004). Nitrogen uptake by four tree species of the Catskill Mountains, New York: Implications for forest N dynamics",2004,"Nitrogen uptake by four tree species of the Catskill Mountains, New York: Implications for forest N dynamics",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0388,Bédard S.; Raymond P.; DeBlois J. (2022). Northern hardwood regeneration dynamics 10 years after irregular shelterwood and mechanical control of understory American beech,2022,Northern hardwood regeneration dynamics 10 years after irregular shelterwood and mechanical control of understory American beech,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0389,Cale J.A.; McNulty S.A. (2018). Not dead yet: Beech trees can survive nearly three decades in the aftermath phase of a deadly forest disease complex,2018,Not dead yet: Beech trees can survive nearly three decades in the aftermath phase of a deadly forest disease complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0390,Littleton J.; Rogers T.; Falcone D. (2005). Novel approaches to plant drug discovery based on high throughput pharmacological screening and genetic manipulation,2005,Novel approaches to plant drug discovery based on high throughput pharmacological screening and genetic manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0391,"Haney J.C. (1999). Numerical response of birds to an irruption of elm spanworm (Ennomos subsignatius [Hbn.]; Geometridae: Lepidoptera) in old-growth forest of the Appalachian Plateau, USA",1999,"Numerical response of birds to an irruption of elm spanworm (Ennomos subsignatius [Hbn.]; Geometridae: Lepidoptera) in old-growth forest of the Appalachian Plateau, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0392,"Park B.B.; Yanai R.D. (2009). Nutrient concentrations in roots, leaves and wood of seedling and mature sugar maple and American beech at two contrasting sites",2009,"Nutrient concentrations in roots, leaves and wood of seedling and mature sugar maple and American beech at two contrasting sites",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0393,Lajtha K. (1994). Nutrient uptake in eastern deciduous tree seedlings,1994,Nutrient uptake in eastern deciduous tree seedlings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0394,Moore N.B.; Stephens R.B.; Rowe R.J. (2022). Nutritional and environmental factors influence small mammal seed selection in a northern temperate forest,2022,Nutritional and environmental factors influence small mammal seed selection in a northern temperate forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0395,"Bose A.K.; Weiskittel A.; Wagner R.G. (2017). Occurrence, pattern of change, and factors associated with American beech-dominance in stands of the northeastern USA forest",2017,"Occurrence, pattern of change, and factors associated with American beech-dominance in stands of the northeastern USA forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0396,Copenheaver C.A. (2008). Old-field Succession in Western New York: The progression of forbs and woody species from abandonment to mature forest,2008,Old-field Succession in Western New York: The progression of forbs and woody species from abandonment to mature forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0397,Gauthier M.-M.; Guillemette F.; Bédard S. (2015). On the relationship between saplings and ingrowth in northern hardwood stands,2015,On the relationship between saplings and ingrowth in northern hardwood stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0398,Kobe R.K.; Iyer M.; Walters M.B. (2010). Optimal partitioning theory revisited: Nonstructural carbohydrates dominate root mass responses to nitrogen,2010,Optimal partitioning theory revisited: Nonstructural carbohydrates dominate root mass responses to nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0399,"Johns R.C.; Kirichenko N.; Edwards S.; Grauby S.; Hughes C.; Beltrando K.; Morin B.; Owens E.; Sweeney J.; Van Rooyen K.; Kenis M. (2024). Orchestes fagi (L.), Beech Leaf-Mining Weevil/Charançon du hêtre (Coleoptera: Curculionidae)",2024,"Orchestes fagi (L.), Beech Leaf-Mining Weevil/Charançon du hêtre (Coleoptera: Curculionidae)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0400,Tschaplinski T.J.; Gebre G.M.; Shirshac T.L. (1998). Osmotic potential of several hardwood species as affected by manipulation of throughfall precipitation in an upland oak forest during a dry year,1998,Osmotic potential of several hardwood species as affected by manipulation of throughfall precipitation in an upland oak forest during a dry year,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0401,Kain M.; Battaglia L.; Royo A.; Carson W.P. (2011). Over-browsing in Pennsylvania creates a depauperate forest dominated by an understory tree: Results from a 60-year-old deer exclosure,2011,Over-browsing in Pennsylvania creates a depauperate forest dominated by an understory tree: Results from a 60-year-old deer exclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
